document_id,distrib_brdr,views,depth,full_reads_percent
61f9569a9a794794245a82abJ0AvX96vTAaQCiWVbzoMdw,1,15157.97265625,1.1901662349700928,47.31101989746094
628c22b89a79470e553f594bQS5CqzXYRnmDdR2LaSreEw,0,6112.205078125,1.0557905435562134,29.454017639160156
627cb3249a7947ebdd752865XVsoyrUOT8OJJg2_finJhw,0,11578.751953125,1.0602262020111084,26.978979110717773
628618629a7947d4927eb812upfii3whSSuMXCqcqF8VbQ,0,5158.37451171875,1.063956379890442,38.67715072631836
620e76109a7947235623695b5hzCiIHdSYKQIr8WAM18bw,1,99294.8671875,1.1342054605484009,26.597013473510742
6267e9d39a79470f677fb6fajv_4Eb5ZQtip4IbvDqDuKw,0,28289.873046875,1.0444592237472534,28.857534408569336
624925809a79476c4461de30m1RFLN6XSPyEGdKhDO5nyA,1,58218.328125,1.1661678552627563,30.71742820739746
6239e4a39a7947e926f82194t8mN2pE6R4mAGowkxvegNw,1,129352.8828125,1.1304800510406494,25.253612518310547
628a1a4e9a794771555c208bICJ13mlxTMehQcRuqtV6YA,0,9704.5810546875,1.0692458152770996,38.73591613769531
626a5b0a9a7947627960acd0TdQDl3OoSMO5YuE7-m19eQ,0,6205.943359375,1.0459908246994019,31.461528778076172
62528e479a7947535bdc6788c7U4L8VHQpuUFFaNED_q6g,0,11208.5107421875,1.080803632736206,34.32517623901367
62612fe59a794783a68ada9e3TF3JpJGQJClbuUHy44UYw,0,76301.9765625,1.057202696800232,35.140899658203125
628cd9159a7947555da62ab1-m51bvtFS_yzCf2pq7lLQQ,0,7306.3154296875,1.062650203704834,29.417190551757812
626e410e9a79471452f15e8eZ_d1-CbUQX2PIBrowzH5OQ,0,12965.9599609375,1.0689011812210083,26.673870086669922
624e87269a79479dd1977cc3v9cI_OAYQ8-5gqePHxVMpw,1,52752.15234375,1.1348367929458618,28.48443031311035
628b8ab29a7947e00f67dcdaNlcWeEm_RlanbLAGB-qShw,0,64213.32421875,1.0618246793746948,27.52756690979004
628ccf899a79474f5151d0c3HZKtUGp9SHiIpympsFuOrw,0,6282.83642578125,1.0590287446975708,29.17206382751465
6249f7529a79479eb947fa1ehoBzMDQFT6mqValZu1Nr6g,1,22866.060546875,1.1599035263061523,40.49284362792969
6203bbc19a7947fb724902a8BhjQOV86Qa6ER9s4eK4Mpw,1,15910.65234375,1.145713210105896,28.985591888427734
620e3f2a9a7947868328f19f5hzCiIHdSYKQIr8WAM18bw,1,24024.560546875,1.1391459703445435,20.668895721435547
620d18729a7947215abb84989JBgpzWFSNiMniLAH8SZaQ,1,28294.5234375,1.121129035949707,31.608325958251953
62937ab39a79475bb0821d13J6FV1xLkRbah3nyuod_sYw,0,5455.921875,1.0439730882644653,31.647167205810547
623c39239a79472f1993960eMljwbh4gQuKeIA6eblcfGQ,1,131907.453125,1.1332663297653198,28.833030700683594
620f3e089a79475b34ade039KtVJsteHStO5oditt3Uvzw,1,41680.75,1.1326558589935303,32.44449234008789
6202a73f9a79479b15f9b967g4_nokAoRvaMeR66cEHVXg,1,56351.25,1.1222784519195557,30.379865646362305
62051c4d9a79477c4a88100dvDi5_j0PQVCaKj2UJf9_gw,1,31854.373046875,1.142902135848999,37.755619049072266
620dfa929a79476189b0d2c4ZnPUfntARbaIIPZcQcvL1A,1,10063.5322265625,1.1553595066070557,35.72990417480469
620223d99a7947592e5b2287uc9l9VjjTuW6KZZBme45rg,1,20681.412109375,1.2398477792739868,57.49424743652344
620b6a7c9a794760c377c0549UuC_nw7SPu6DKHQzdxp1A,1,21729.375,1.1519277095794678,31.7967472076416
62058ec59a79471f398a053b_kwPlPE5QqWP4vZwrzwALQ,1,109253.0390625,1.1307684183120728,27.188650131225586
6282c24c9a79473846c46ebam_USFkdETtGZH6Fds7rRiA,0,48016.6953125,1.0566633939743042,40.794002532958984
629393009a794760730dff20Ty7cfynLQayiZQcjCFMVLA,0,2553.575439453125,1.0609111785888672,34.29759216308594
624d79399a794748b2cab87dRbm1v5M-RIOc8TNT_xKCww,1,42048.38671875,1.142082929611206,24.534530639648438
626019089a794728f3c79697TIUG7LZwRkeqT7WiusfZtw,0,16250.921875,1.0520602464675903,23.77463150024414
6273f7009a7947233556d310MaUWXeXtSk6fnmVlyIDA3A,0,32831.96875,1.0479835271835327,26.593992233276367
623fe1149a794770821f4eaefI8XS2MXRyaNdNuJJW9VjA,1,131679.703125,1.1189619302749634,33.61865234375
6281efae9a7947e34439115eVnTuAVljQ7SgKfOfKu57jQ,0,6065.525390625,1.0568488836288452,23.144617080688477
627ebb289a79472e34d01ad38y6hKoMJS_aNkvNKR0-gvQ,0,12225.9951171875,1.0469547510147095,31.806062698364258
625063979a79475de1f2072eTFz94N9QSYykYjDrMSdb7A,0,11848.1689453125,1.0982744693756104,28.252201080322266
6242cf239a7947543933376668sKFyOSTDi9g_65WIh5iw,1,197488.140625,1.126747965812683,36.42424774169922
61faf6249a7947274188db22GZZD1toCRFaHFkr3HdMKWg,1,19578.71875,1.179509162902832,35.79487609863281
6268e7489a79475c88d44ceaMPuwsLe1QT2F7YDXc66p4w,0,18345.521484375,1.051283597946167,30.86750030517578
6267abd89a7947ee8a9d53e16BBdcn0xRdCra7S60-tMHQ,0,12349.310546875,1.0434426069259644,29.534971237182617
624482489a79477d4f12aab6NvqeFzbPRfimwSLlGfHvuA,1,103286.546875,1.1243900060653687,42.03126907348633
61ff71df9a79470d13893f343PXO3SCcSy2Zav_6ejoYsQ,1,13725.494140625,1.1944069862365723,42.31205749511719
6261c55c9a7947bf215d147a5Lcy3mDcSV2Bffoiv6tvEQ,0,4667.69873046875,1.0471259355545044,44.384098052978516
61f898359a79473e96d0784cy0A9bEXUQ722-0fIdbb7qQ,1,14401.6748046875,1.159666895866394,37.43210983276367
6258037e9a7947a9e8a99498S1y9xzR8TJWIMfMonDbQEQ,0,9554.7236328125,1.0593454837799072,33.68967056274414
625117b89a7947867f461f09mbd7f55-TMi1CcYjcDqsog,0,32606.3671875,1.0632717609405518,31.20418930053711
620af8d89a7947404fb52b9fROpN7eLZTxyReljAlE66RQ,1,17131.87890625,1.1434201002120972,38.860416412353516
61fa6aea9a7947f0a9aaf4f0laPyaRVTTXem7ijDgA1yOQ,1,36009.28515625,1.1724772453308105,38.25442886352539
6209a89f9a794740a12850c5H4RHG7dZTL2wSdv3XyyzNA,1,14138.92578125,1.153638482093811,36.61468505859375
620a46219a794781dc291a08AZGwVNwbQ8yIgsPKpyEhiA,1,17414.83203125,1.158860683441162,38.766624450683594
6260feeb9a79476a79ce041es4TzJh4_TzW8ppT-OTxjkg,0,7517.2470703125,1.0619311332702637,30.62462043762207
620ce7ab9a794702595dc862-5Cx53EvQDWntflGw9_jEQ,1,14519.65625,1.13765549659729,39.433345794677734
6265bbef9a794740ac14627dFCuGAeo3RMqC5ZXD_WsDtg,0,5428.880859375,1.0480693578720093,38.20244216918945
627ff0d39a7947729e9dfa90RPAwzb0eSzC-Dcq2ZocUfA,0,5743.79296875,1.053939938545227,27.90110969543457
625db0299a7947d767282409xdaiS-EsSdOcJ5H8rgpO5g,0,26325.041015625,1.0508118867874146,31.287477493286133
6282433e9a79470b9c70a35cGBn3ze4UTsyvC35EfQs6VA,0,21827.189453125,1.0691715478897095,33.132896423339844
61fc8bea9a79472d0879337bsOYQIXzMQtGy1XCKl6xsHw,1,17901.5625,1.1546375751495361,30.947763442993164
62033fe69a7947be30a670aaeFUrrXexSh-xrR_1oGc6-w,1,23544.6171875,1.1212629079818726,23.40078353881836
6203b0069a7947f3eede1eb2qy1XDNoUQ3GBeAionL5UTQ,1,104743.765625,1.114467740058899,27.906299591064453
624c3fd09a79476502f307e2exWaNqt-QmKcchXKQ-8KNw,1,17137.85546875,1.1630362272262573,37.47289276123047
623b5bcc9a79477293c33b56Rbe7Ti8uQlyni2v1TTPTaA,1,199063.90625,1.1327028274536133,26.493711471557617
620104a99a7947846c646260vGhSVhpFT1iy6VZ0oq-oew,1,17178.6328125,1.1235723495483398,25.203983306884766
624ffda39a794729f99bad79ZIebQLUATRWSnc37OMbrRQ,0,26198.5390625,1.1413021087646484,37.98102569580078
6277b3ff9a7947214f2f4893-tYxWzW4Qbmn-jwILfFFjA,0,6730.6787109375,1.047864556312561,30.7457332611084
624fd3a89a794716d372544f5CUAzs10TwWOwdg3dnyrFA,0,21106.08984375,1.1298147439956665,38.05908203125
6262672c9a7947edb8be11e9AoBTZKPtRCy9Mu7fNFw_gA,0,5228.6025390625,1.0846195220947266,46.34560775756836
6268bb739a79474eb1121e2eeAd9_fJrTnKh_MdcLYPqAw,0,16511.93359375,1.048372745513916,25.837398529052734
6265f69e9a79474dc2dcb6eajq2srWZJTEeJvA4sAJhTdA,0,28734.12890625,1.0493918657302856,25.449033737182617
6266f5389a7947b2e3ce1ba6qNyzvIL0Rl2zal9wzUl16A,0,8188.005859375,1.052016019821167,33.2713508605957
624ff0e19a79472411f31b43OlIGX3f9RN-Uop357_p98g,0,22166.615234375,1.1498026847839355,46.423492431640625
623faeaa9a7947653470b1a0fI8XS2MXRyaNdNuJJW9VjA,1,121146.390625,1.1286948919296265,28.06302261352539
624f1fcb9a7947e9d888bc2eGoMLdRUjQ2OQKJOJeEP9RQ,1,55445.390625,1.1353298425674438,36.67886734008789
62850ce99a794782249dc1c7mCXdNIBcStCRGWinWoOqvA,0,45965.55078125,1.051885962486267,29.121601104736328
625568df9a794741e114a762p0gt5C5WSQqX18Fb8yuQEA,0,22795.482421875,1.0829683542251587,30.354183197021484
6249c58b9a794790fbfb3a72BiOLFRtLQW6sTZ_aYcGd1A,1,19288.134765625,1.1598880290985107,32.21067428588867
627e43e79a7947863d9a3d28f3ucRD7ITtefUxsYp7qHKQ,0,3699.08447265625,1.0628434419631958,39.10136032104492
61fd57569a79478a98c7a954jxbeRzGsQm6f9UdSVdCCmg,1,14125.529296875,1.1493290662765503,35.79558181762695
628252089a79471407fd4d16rmFwVXrNQV6UEhFesereGQ,0,3557.407470703125,1.0775543451309204,46.2542724609375
62483ba99a79473538e719003jWeun5QR7K9Hf5y6sYL_A,1,14260.853515625,1.1658916473388672,38.53327178955078
626633779a79475c0264eb97GicKTSv4TfGgkznN_G7t5w,0,4799.4599609375,1.061802864074707,46.344451904296875
62920ccb9a7947093f7ce616XlBcJK-MRCiOI3hfxZdXdA,0,17671.748046875,1.0488998889923096,30.85167121887207
6282a5429a7947336f8d64b8nnRk0rTkR16wROQJXr400A,0,6665.3369140625,1.0607129335403442,30.108591079711914
61fa3cd39a7947d756cdca0cemHDBURNSW6B7dsxlC7yLA,1,21760.53125,1.1667053699493408,34.06174087524414
625ecc7e9a79473b4f8aae9c4FuODp-kS0aDzavwnWjyNA,0,5350.45849609375,1.0555835962295532,27.80182456970215
6255c0729a79476baad93bc2UFPFZw03Ry-nMO_5XCjkcA,0,55878.84375,1.076777458190918,34.81117248535156
62919afd9a794774d24be856OSGBeNzCSPW_GmbG6-irTw,0,2699.78125,1.0545170307159424,37.201595306396484
623b303f9a794761344bc2a4RHWeYizkRa-wvE9e-wm44w,1,21334.150390625,1.1112010478973389,34.22904968261719
62861c019a7947d5857eb3e20nWLHpTJSLCbo8ROSKLc9g,0,4432.9375,1.065649151802063,40.020751953125
627ab92e9a794751851fdf3eBfWBRacaQCOaQ1S_LWwXMQ,0,4153.10986328125,1.0636066198349,32.43808364868164
6270b77a9a79479ad6dedbd1tu-AquxyRMO2GORTYaN6_A,0,4243.208984375,1.062943935394287,42.36994552612305
