document_id,views_pred_xgb,depth_pred_xgb,frp_pred_xgb
62930aa99a794740757a44d8o_uO_3XVRV-Ec9M2UMm_6g,5026.114,1.0696907,30.397594
626c0b819a79470fdb15c2f4B6DCJzUvS0e0lnlYhQbHqw,5923.0073,1.0452173,27.810717
61f944599a79478bce44450eiAxZx9aYQ1izMflVP6n7eQ,22987.184,1.1591179,36.77867
624e9e5f9a7947a7595105c2oDu_6KCsQbWF-EKyHEV81g,25609.295,1.1509078,47.31663
62383ce19a79474a9d0e5925i9NaRlJxSRqv9AvtFRca6A,35807.117,1.129694,20.761568
623dcbab9a794774821a7a6eScr3AEy1RQqqvK_2gqOtzQ,94576.49,1.1685711,38.68141
626271169a7947f230f0b476y6HzjgkwTUeJHQDmhmtyQQ,13163.489,1.0516044,19.26843
6242e53a9a79476361c2f2ec8BgjuxOyQAmyu2jTTSQTLQ,55646.637,1.1229374,37.200962
61fc306d9a79471897d3a414Hgl0EOCaTbuqeQQH0-__4w,11826.711,1.1575847,31.467329
61f8df639a7947522ba14a07hQQywtPYTQeXEKhU8IqvHA,29783.514,1.1573209,33.77095
629194919a79477296a5e1e7piTiz1adSx2Qk1_pgSb7bA,8489.215,1.0466014,36.936646
6274d0d99a79475ff0070a54yxCPtmzdSyWuRENUp0GlYQ,6077.285,1.059376,36.079456
626bbdcb9a7947ea6220ecb8A_9HCUy_Qeay1FxwEHgQSA,8113.867,1.0419362,29.25785
61feb1b89a7947e378fc0850Wu15lsLBQgCf6o6DjsnY-Q,21051.836,1.1767361,35.22998
620f2c609a7947542de53a76GryMVHasR-WQ1u2TlcnaAg,22394.832,1.1583998,38.35556
62755c8b9a79479c56e7f60cHVU45asNQ6u0Daoy1biYHw,11923.162,1.0510045,29.033922
624a6e129a7947b64198b736W9ylHdJRQSuXKHxSNI-dRw,20144.6,1.1394128,32.1554
620f54259a79476179532928bYCrV-oRQ2OC0T9LOc-Qqw,24414.746,1.1479284,31.856585
