document_id,views_pred_lgb,depth_pred_lgb,frp_pred_lgb
624ac7ea9a7947df5a051d60pZAY74FCQBqtKdwThKvKGA,46987.53220245441,1.1541001445713959,41.80699784009042
6237d8399a794726a0f418e8T69iLVW6RT26xs1NxtUJhA,19036.82701935071,1.1371205824653727,39.15692437244443
62654eb89a794728d55edb6dRqDJ9oKUTiOooxGi_KgrSQ,14085.454740330217,1.0491220393089176,18.33327808797191
626cc2639a79473f5409fa4cP7dbl9EGSfKqvpugqdqqNQ,8044.022477069899,1.046833029966964,33.28763854278309
6284df199a79476c32c7df98EUhKPzaGQzKtPpCVH8RtOA,11431.902817097758,1.0598745087901316,35.80223648867207
620b7fe39a79476ce826e056E7JHsVPDQWGRJS2xy87jXw,13737.229907903138,1.161895300802399,38.250624712259466
6205080b9a79476dfdd233d2n7Be7pTWTK-slKNVX7Hnhw,15906.437251352872,1.1595780825162085,40.59542343518405
6238d3de9a79478c1341d27aVutA0piMSeWWi_uvq921UA,36860.40445896745,1.1311561817302969,25.538699728654596
6209ae459a7947446de26572qvXsfpOHRUiGxM3hPiu9eQ,39449.051567172384,1.1462465396007917,35.778822622374406
62752e989a79478c0d7c728a311hDNZASmubnNoBiN2JCQ,29580.357076163116,1.0604031320241971,32.88509265236968
628329fc9a79474f5d3ea380I33eC5UkSlOSZa9VonSRkQ,13398.583342030757,1.0643497111312292,31.755318410691626
6205cc249a79472a5b06dc7abXAYTd7mTQaZUEq0sT15kg,18344.727621811657,1.137214638366932,28.455484117487586
620c6b949a7947c605fd5301ktb-2KBdT_agYLHoMEvyCg,27000.81066676276,1.1442423531344348,32.836024789589175
620cca029a7947efe2571611AvBsPRZtSDeb1rvJn-TnDQ,22702.702701700804,1.1333497589313322,27.4562999718226
620eae949a79473772f922a7YN0ZAEohRqqkJ-cLg1HYdQ,27323.019756635476,1.127439233401672,29.27037988108554
6253c7299a79479c3e2e34bbfeeX3qvMR1qgog6CJmykKA,10447.67936787683,1.077244245047833,29.271391703784456
620b81ac9a79476dd198bad8c_sryrWRRrWH5Ggex4EJ4A,37095.67553027041,1.1381934651498744,32.80870299304299
61fb253d9a79473486d776b6n_6U_7IzRi6_b-3fZkhSvg,16560.467918836122,1.1626869818955237,37.543983610266615
620751889a7947b1b2bd0602YavFkErBTqiSAu-bk5btPA,32767.707217101688,1.1699161545178114,39.51432035156813
627626ed9a7947ca8c1ae619NpQ8GXQPRw-CSxWHFMr0dg,8138.13909644633,1.0583162679531042,33.815477812009185
