document_id,views_pred_lgb,depth_pred_lgb,frp_pred_lgb
62930aa99a794740757a44d8o_uO_3XVRV-Ec9M2UMm_6g,2483.99599443825,1.0740663324517465,32.56584105443057
626c0b819a79470fdb15c2f4B6DCJzUvS0e0lnlYhQbHqw,3102.9602375286213,1.047455878912185,27.422676340353473
61f944599a79478bce44450eiAxZx9aYQ1izMflVP6n7eQ,11130.983341884654,1.157670255618782,35.60167546879248
624e9e5f9a7947a7595105c2oDu_6KCsQbWF-EKyHEV81g,19212.895370378603,1.162643596327375,49.90236634920611
62383ce19a79474a9d0e5925i9NaRlJxSRqv9AvtFRca6A,36427.313828286,1.1358125570466975,21.16380674790055
623dcbab9a794774821a7a6eScr3AEy1RQqqvK_2gqOtzQ,94943.48694375186,1.1771524093334298,40.168687574951406
626271169a7947f230f0b476y6HzjgkwTUeJHQDmhmtyQQ,6344.330062611103,1.0557141518436717,22.40602489116577
6242e53a9a79476361c2f2ec8BgjuxOyQAmyu2jTTSQTLQ,30741.58312909959,1.110227732003665,33.9863792698085
61fc306d9a79471897d3a414Hgl0EOCaTbuqeQQH0-__4w,9418.10241441497,1.1608716737280962,32.670514030366554
61f8df639a7947522ba14a07hQQywtPYTQeXEKhU8IqvHA,34390.062473564154,1.1613964849765013,34.297577494916325
629194919a79477296a5e1e7piTiz1adSx2Qk1_pgSb7bA,17541.916090711336,1.0442036038450608,31.17580114290177
6274d0d99a79475ff0070a54yxCPtmzdSyWuRENUp0GlYQ,2621.5696726190654,1.0639325927365475,35.38811645302732
626bbdcb9a7947ea6220ecb8A_9HCUy_Qeay1FxwEHgQSA,1978.2833551431627,1.0449908052622454,29.251403440395407
61feb1b89a7947e378fc0850Wu15lsLBQgCf6o6DjsnY-Q,3620.416351474071,1.1737524700404955,35.9001840269444
620f2c609a7947542de53a76GryMVHasR-WQ1u2TlcnaAg,27035.67849210406,1.1603664616806921,39.130275531521505
62755c8b9a79479c56e7f60cHVU45asNQ6u0Daoy1biYHw,23518.20737575996,1.0454257570687913,26.072230655925456
624a6e129a7947b64198b736W9ylHdJRQSuXKHxSNI-dRw,29649.914948635163,1.1331575905703508,30.89357415201166
620f54259a79476179532928bYCrV-oRQ2OC0T9LOc-Qqw,11850.859941876015,1.145496220573416,32.42588184289817
623c3fbd9a794732ec4a4d58aaLJ2mf3QPO9Cajhg92k8w,124603.67057373836,1.129187441992166,38.51905117768996
6253e0609a7947a91068cdc2fj5XzqrLRz2WI1jj7a3VHw,26173.483459671537,1.0864565895832818,31.86410823544939
625145239a79470bc6133539GTwRoWS_QsCBn72nf86mTg,19872.933045814672,1.0732121259482983,31.42267569466129
6257f64b9a7947a2677bd5af5TxkuBWuR3iN2c_cc0C5uA,10693.003867176747,1.0647391242115718,36.1635032303254
628faea09a7947dd41776b15hQehZLPRSg-rIRy6G1SFdw,5497.427500275097,1.0585487871412271,28.656532570619074
620e26839a794779f8c0eda8xi2EkBnjQnqxQgTqXNoBew,12084.036402101485,1.1439415995590698,31.92842775750079
62865e4e9a7947f9342f137fueBj8DMfS5iVFyFYiTezVw,18414.681215336845,1.061853448322547,44.374656562574586
624b0d099a7947fec20bb6a9grBIrkxbQcai-FiM9awLtw,14706.860623847297,1.1659054001068394,40.93438558015023
62818a0c9a7947c8eaedf344uuuauJ1KTKmxuWQ3rWRlUg,12777.864305676894,1.0504090463866562,28.232682780277578
