document_id,views_pred_cb,depth_pred_cb,frp_pred_cb
62930aa99a794740757a44d8o_uO_3XVRV-Ec9M2UMm_6g,8839.590706097322,1.0716900745675322,35.43817542822534
626c0b819a79470fdb15c2f4B6DCJzUvS0e0lnlYhQbHqw,9851.120081456553,1.0529145685909767,29.285821519362703
61f944599a79478bce44450eiAxZx9aYQ1izMflVP6n7eQ,25070.147519402308,1.1542261839207597,36.46573435064364
624e9e5f9a7947a7595105c2oDu_6KCsQbWF-EKyHEV81g,35100.14344344825,1.1578164044619559,42.63107937830877
62383ce19a79474a9d0e5925i9NaRlJxSRqv9AvtFRca6A,37491.25437321728,1.1350552845118553,20.41204339099218
623dcbab9a794774821a7a6eScr3AEy1RQqqvK_2gqOtzQ,106434.51906031067,1.1495315910422477,38.34193047778445
626271169a7947f230f0b476y6HzjgkwTUeJHQDmhmtyQQ,15443.60109130531,1.0553425334132556,23.67164048045307
6242e53a9a79476361c2f2ec8BgjuxOyQAmyu2jTTSQTLQ,83537.49192488602,1.1353551462543345,40.39945046912968
61fc306d9a79471897d3a414Hgl0EOCaTbuqeQQH0-__4w,17763.207437942438,1.1609265024878517,35.103298213569836
61f8df639a7947522ba14a07hQQywtPYTQeXEKhU8IqvHA,30974.754592305628,1.1592808745822774,32.900897116634205
629194919a79477296a5e1e7piTiz1adSx2Qk1_pgSb7bA,11299.699732767167,1.0516228619583972,33.051413337232205
6274d0d99a79475ff0070a54yxCPtmzdSyWuRENUp0GlYQ,8937.058972214032,1.0595480197848903,36.2427162413839
626bbdcb9a7947ea6220ecb8A_9HCUy_Qeay1FxwEHgQSA,8212.643096490821,1.0494063347044726,31.676851239077273
61feb1b89a7947e378fc0850Wu15lsLBQgCf6o6DjsnY-Q,30448.073532117654,1.1747134441013338,36.78488224273307
620f2c609a7947542de53a76GryMVHasR-WQ1u2TlcnaAg,28412.61374592447,1.1521547399317853,37.1485764694872
62755c8b9a79479c56e7f60cHVU45asNQ6u0Daoy1biYHw,11108.938437808003,1.0518714064968255,28.829142481335943
624a6e129a7947b64198b736W9ylHdJRQSuXKHxSNI-dRw,27979.881511893473,1.1556544566877667,33.11751518857923
620f54259a79476179532928bYCrV-oRQ2OC0T9LOc-Qqw,21019.30379194489,1.1527985992371637,33.6939767548911
623c3fbd9a794732ec4a4d58aaLJ2mf3QPO9Cajhg92k8w,119772.92141900356,1.125757246037974,38.24675760066598
6253e0609a7947a91068cdc2fj5XzqrLRz2WI1jj7a3VHw,19617.55003313004,1.0741094377215135,36.218878251810786
625145239a79470bc6133539GTwRoWS_QsCBn72nf86mTg,24590.06977848384,1.0758424600892607,35.30910281692834
6257f64b9a7947a2677bd5af5TxkuBWuR3iN2c_cc0C5uA,14403.934514084574,1.0651449230117165,36.724274102498015
628faea09a7947dd41776b15hQehZLPRSg-rIRy6G1SFdw,14509.278360701019,1.0563283576468154,26.457348886357362
620e26839a794779f8c0eda8xi2EkBnjQnqxQgTqXNoBew,26524.725301804792,1.1344154954288102,31.41566519023034
62865e4e9a7947f9342f137fueBj8DMfS5iVFyFYiTezVw,11723.154388276325,1.0640398840479042,40.99135759754195
624b0d099a7947fec20bb6a9grBIrkxbQcai-FiM9awLtw,28592.046333377533,1.1488773682879605,37.24926248053244
62818a0c9a7947c8eaedf344uuuauJ1KTKmxuWQ3rWRlUg,11022.750169050338,1.0570893602200129,31.0706653148793
6257cb209a79478beefcd62c2X-caUitTcGbm6uAqGgV0w,15669.542929401572,1.0634032451888862,34.782557810984805
620983209a79473d636636cbOfNco70zTxCVq6afpy7Ftw,23647.1342270978,1.1691899664900562,43.376695569827035
6240922f9a79479ad06e1ebaVRpXVaevTFuVxqrJE9PkIw,84043.19085711909,1.129864042429455,40.70421362014383
6268d2509a7947546f93e65ePTdKyLI1Qs2hxch8EMe9ww,11392.47105723352,1.05050360383268,29.786086806602643
62070c109a7947a082b1a05cq1BZ7xbAQamkFXLTkRETiw,20856.3690132011,1.1614079887713944,38.55690837072058
6237f6839a79472c815eb3f661yEul4ZSc6hc_qijFSUQQ,27230.902651235265,1.1343698728990115,36.47740148120305
623a9c6a9a79471a16904b79L7mrKCx3TuGCbkzlkAl_-g,62655.99265016274,1.1382694511707738,46.53150332544875
623ba50b9a7947016c89837aAhAjWsjYSLeczn40tgTJ8w,71152.75338791747,1.1271099634823982,41.47035168489276
620649de9a7947627dca9087ITZ8vsabSl6StoVie1qgEQ,54995.1630145049,1.1494774495465747,39.2214802804232
625568df9a794741e114a7620S2xp5htSnm4slhNoGfeQA,22120.64773707804,1.0639686646950912,27.74354475796438
6279627e9a794703ce7f0467XQDmGZPkQ_6vMipln6lmXA,11068.7788449057,1.0505927768359171,31.627719311992564
61fd1bdc9a79476c033454ecG8qFGLiOT8qEB3UHMKcPfg,25821.51564982983,1.1558232774921886,38.3715391955119
627b684b9a79477ab21de403VcuZJuUvQEm65Jn-nWEhOA,10497.132311097947,1.0669475465032026,36.62295424009263
61fd47819a7947846ae1a44b36Li5FErSlanQQGGukEoOA,20690.500125377075,1.1596388568058826,41.65605806538449
620f522f9a794761ee345d1aDemY5GnfS-WGcF7IpImOUg,22828.23386504681,1.1856458856919943,43.68977207702052
628bb7169a7947f34c515827LgPg0pTERMaHVqoe9NcXrQ,11278.71290946671,1.0593351853579633,32.78301748968779
62385ac29a794759afbb00c3pekvD8dUSh6EU54uL3LUlA,88653.3256672264,1.117975824725902,26.75716332935572
62802cd29a79477fb5c43bf0hapaHp8PRbOmVNwcHPfJgA,9300.025057395222,1.0559461506748182,42.01618016915549
