document_id,views_pred_lgb,depth_pred_lgb,frp_pred_lgb
6205efa59a7947334dd24392LaGM8B_kQ_S-P8VegzFJaA,13947.233068580163,1.1511141550004564,31.193923686352935
620e29b69a79477b9ca5d40aH5CLGAupQCmcUXxIVDdc6A,34272.991598914974,1.1453705766476916,35.71163357096907
625fa1c99a79477207bc61859ExJUI_lR5eGzVQDV4mJSw,7559.896653089759,1.0563691918899776,33.920884906573995
628945119a794744b3308e22ssl0qmnLRoOGquLld3odfQ,13827.974530883663,1.063515700966592,30.816410581762085
6203c5ca9a7947ffdbc3c4e75nKbbeV3RsesdjzdhoaG2Q,26941.510383721412,1.1407771808692597,28.154168490420222
627303699a794749b8116abc12JX_3ZDTDu2XHF3k2eJVg,11997.912704522298,1.057550507772765,37.39884032468842
627394d19a79477558804724OzHfTDTxTFa9tS4euFaXig,15491.82194802133,1.0578815596331748,26.702267113918868
628acc169a794796d0493acb50tIkSGVSf2O8XQgk_uaHQ,14797.698453857545,1.059123650960634,32.81837407894187
61fce1fa9a794749b32a53cbUSZyxEDURzCoQC3G2eZYoA,42880.88375969812,1.1531005458518027,32.30992346091943
620b332b9a794749f56bb95bLcoHGiVjSfKR7CiSxh6qbw,33733.298367761796,1.1425288464389718,31.356974282872237
627834249a7947425eb4d34f1jxszdFbTZ6Dx45ZtYeMFQ,9905.032023645219,1.054953050820439,39.60335267343999
628c8f1b9a79472e8fb68134a0dNZqY9Ryy5CnFf7mICnQ,10255.412972280612,1.0652708896592111,35.37229020903619
628dd2a69a7947199109a1dfRss6aYaORVyoSoyXmuM1Jg,13205.279562636804,1.0635123470901253,27.169903928767788
6284ca249a794762d7348483bCM0h0aRRtGVjEBSPRtdLg,10897.07370201885,1.0582287609836163,33.12498456210301
620d9c2e9a79474357b79b70DFPC36uPRJ6qT771O5o_DA,12202.627484620973,1.1646441232605296,40.39173304489243
620b11409a7947420fff1c386sgT7harRv-BJZCbdUy20A,20190.87341218218,1.1556205576950804,28.611379395050285
625eb1f69a79472fe9fb7852ZN4IGxFoR3CgT163wGEhrw,9074.726010967403,1.0562804231786416,37.90786085789235
6262ccbe9a79471b3f4577a4CavjXN1eRIuleAqAsyWLbw,12131.657053168201,1.0568121386217997,33.52082688731322
6290214b9a7947f912d63452XoxiuDjsSA-neli0Hys48g,9071.07907611358,1.0554086909376272,37.22793052477397
628b05d59a7947a2ae96ff28Y3onIuIiRhay-6KQECanOQ,10784.089959363808,1.0582287609836163,33.335443585000135
6205bd8d9a7947279d11e60beJ4905ImQgqArcGM1SvLVQ,29429.608141579927,1.1626723749988235,39.52409427419119
620b2b999a7947477f69751ft6w0GNSfSQe6VHxusCVaJQ,10204.940624232971,1.1817345847032845,45.88336087140657
6262947e9a79470312654c46eEOJ8jFnQ8yR6iD8ONWkbg,9361.938237674893,1.059758932104907,36.08422409905859
625d32529a7947a323a4e7b3lOxNx8e1QweJeu3MjAQjNA,17991.423147177502,1.050957500626029,23.558180789912115
624c03a39a794747dc04a7145sHoC5DQRYyOR92V_ypG3A,33696.88685351913,1.1578042038537382,30.263921811441207
627284269a794723941e9e1cX-7v6KFuSfO260BYr-xfwg,15479.412734577189,1.0628141637910928,22.19370439472917
62015c0a9a794724287b0d6djjVwaS6DSE2xtLGK-YShjA,22116.300575961908,1.1516834811848136,36.561013358932954
623c5d5f9a7947423bc6b24dLrt5WmD4QXe7Xaw_SdwnpQ,106859.19963971329,1.1256407833629476,38.855429958710616
628de2049a794720ca7217a6kIiX0KfaQRKCkp5FyQ40fg,11822.270293440795,1.0643353132095084,40.37113336757908
624da5629a79475d6b7494c739iofWssS--tnFNU083DWg,300887.2754795237,1.182892797741242,26.980652428122987
626852969a7947355f9261ae6o162wRERO6Oc5QJLq4sdQ,8607.555146306397,1.0478250405470848,36.291994715054166
6266d3f49a7947aabb404c77gW0bziHsQm213b7euOO4Wg,9844.312462726499,1.05370644036565,30.230451140691596
624ae60d9a7947ec8b2d25613PvP1OsWRJWhIyXjaY4CyA,37056.82217694749,1.1476009547353336,37.78523222580196
6248e84b9a79475df2ead341ev2aypeQQiS0xXeKVa24dA,40135.625075406584,1.1531063191486646,40.90516012025765
6201c5e79a794740603d6b6cKJUES0KZTTmPCtLwXWDjSQ,34835.84273166619,1.1478423109425286,30.345596809644285
6268397b9a79472ff32e7b0aZvAXJUDPQkmdrra0u6BW7w,11522.923349911809,1.052692360413679,29.29734800795647
61fb423c9a7947396507a2d1Zz4FiCdxSEmXFqHEt7USKA,-10867.537085012073,1.1499942788264488,38.953986692259484
6271faa89a7947e496b643a2LvjhofhNQTmWn2VBxGRrqg,11152.355672586462,1.0671982324656175,32.761090678492174
624d293a9a79472378c15e21pb-gGdksSWyg9IsP5vd2kw,22802.848822962074,1.179156773916948,45.96210705088732
62413d8b9a7947c027fcc288PPaUvSrqQmKsoANV8D_OWw,75538.25540918481,1.1429540546990342,41.128637421166886
61fbb7759a79476832dc06dcM5242OxGTPOcoOJ8KuX5MQ,24106.96819200362,1.148487609449346,29.362953248602842
6286134a9a7947d0f4799e6fN8DQoi6-S9mOsr31JYctrg,14812.08820995931,1.0495022591757053,21.323189922473183
620478349a794733357ee354YzevweVQTymfO97Ml7EeAA,27584.84936611697,1.1483609727783262,40.08882505936436
624a6e129a7947b64198b736W9ylHdJRQSuXKHxSNI-dRw,16593.578220374162,1.1472246465431508,33.77638900313408
620e6db09a79471f333310b4fj-tYWBzTvydyrE66zO29g,12752.34331292751,1.20188220182651,25.98727662042506
628faea09a7947dd41776b15hQehZLPRSg-rIRy6G1SFdw,10890.699481336836,1.0596875984243004,27.035164956413443
625802619a7947a9ab69d3ffOgwKveq6ToivRfl9lkXqbQ,30566.739539567385,1.066038877192065,29.529117695675485
628f176a9a79478e7f4d7374LEVVIa5ESlebNa-VFvXv_g,7776.4709307988305,1.0621141270479646,36.879090895382475
61fa733e9a7947f645c4f6efWr0ubmYVSIK-7ov9es4Z0w,19058.26893629004,1.165667446165262,38.82187800423239
625428d59a7947d0843cf10duwa0yBV1RuWQ11eDOE5DJQ,13158.00749298765,1.069399890504812,32.64314473538023
