document_id,views_pred_xgb,depth_pred_xgb,frp_pred_xgb
620875949a7947fb94e29e72qtiluMEuTWyeUpUmAdbPfQ,18016.756,1.1611621,37.086334
62818a0c9a7947c8eaedf344uuuauJ1KTKmxuWQ3rWRlUg,11962.5205,1.055161,28.457148
62555a109a79473be3d198e1YGS1pu0lRzOJFC1ujwcamw,10631.038,1.0764332,42.137497
625c140d9a794755f9ad289cxpfyYpdKRRi7oOr-0IUSTA,6721.3135,1.0477332,29.558575
627edd3f9a794738c1b908cao2dzLwbHRwGXDJOzhNPadQ,6555.38,1.0537068,37.277157
627287439a794724f95a0a60zDlsWsgfSBGyzZTQWD2TUA,14799.457,1.058222,27.803959
61f9d27b9a7947b700f306814lHhcYgxRmGml-8A8BXBDQ,12755.476,1.1475137,35.197052
6272561c9a79470c7606af39q1EGKxjCS2Ozg2IcXzSZyw,7017.8296,1.075563,38.493515
6287c7f99a794776dc92db37r-9WhmscQ-CC7hN8zyU0Aw,5150.3013,1.0674582,35.908516
61fe871c9a7947da67ba05efC8bsm2moRw-Uy2oYOgXwNA,9213.019,1.1637006,37.432697
626504d59a7947192211006bmln2obdLSFerWqUq8lkdow,12024.37,1.0574335,26.066113
62736fb69a7947647a2db6359TN45ANTRGO22kkpBq2JEQ,8455.896,1.0635335,42.682396
627954249a7947861fc7c017ggE07AP7SZWs07-kJoc9Zg,2056.458,1.0579355,28.099497
625b71d39a794731b2e72f925a0DoMHkRpGEbm6mcqxqtA,13480.244,1.0398715,33.995655
620a9a769a794724b06f9a58Si7nhKW1Q9SbpmnXyoPTBg,22877.729,1.1589838,44.94555
62529e1a9a79475770e625c4wUpP-QYXSxy1I3M1at0jnA,15437.631,1.0895119,49.700256
620d028a9a79471385432a0cwRCbwwOFSxCQeRmh727RZA,14645.038,1.1075026,31.910564
620663319a79476ea1ba71965mvNnDy0QYOR7Rz1IZUUiA,34777.566,1.1770514,17.395493
62683de99a794731bf8e280d7iTFIs7mTFWUqmxgwo83mw,26730.14,1.044891,26.080189
6244e7e59a794798cb932d4cf_iNafGdT-SJ3YnT1e5Mlw,14912.234,1.1525041,52.305573
624d76009a794747b2fa966dawbD4mvuQ7SJ4pXaK37yXw,21324.412,1.1731101,30.42891
628f9f519a7947d78d02d340c-YIQQe_RjGkMD54gwKTFQ,6363.648,1.0496223,22.49674
627271f09a794718c1de5346ZrNJTBBARKK_okymbu08hQ,4303.5186,1.0699439,41.31845
624a03919a7947a1b589d504wzYUvbQYTyy9L_Vt8OrO3A,39461.75,1.1444895,45.493393
6292b19b9a79473143120026bsDRLhT1QM2Mi0uVjSln_g,5081.382,1.044482,40.65203
6292243b9a79470f8a56e29fC1-QI1a8QqC00KBN-34yEQ,6914.679,1.0574694,29.442217
6257e3599a7947980582f9eaD9RBU_ofTB6mxO2_biosBQ,10742.711,1.0547625,31.867956
625807589a7947aa83c9f7c8kJptHlBATlK4OIxm2Rcz8A,9830.295,1.0565584,38.183155
62007c199a79474f778ef4a7UhpJIaqCTf-sFBcLk8NM6w,6663.306,1.1930349,34.430523
627eeef79a79473c1cee4d9ctqxNo3b-RmOch--ST9PDjQ,8803.617,1.0582643,36.52133
626fa2559a7947630ec3ea26VtBzLSLuT1qrdmqZhpIOwQ,9042.318,1.06108,28.614836
624ca33b9a79470159e4d71awnUJi6_PR9yItq9NiJfmIw,22754.96,1.1865655,45.87617
623b11619a7947511aa0a3611jh25jKpR0SZs49vXL_jaA,20722.371,1.1349018,41.115543
628370279a79476f4d080dd6q42MPeyfRE6OWwiUwIe12A,11278.399,1.0674236,31.728865
62024ccd9a794770bb3a1d365Vw5NsSgRsayCkpBKT1r2A,19348.678,1.1571679,46.762596
6203901c9a7947e32b7a192aukJoVO6bQ5KJ3_SwMoAQ-Q,11204.455,1.2200648,54.8407
624d4abd9a7947308fb481fb_EJR-aXqSKaeQti_A7lPOw,16210.014,1.1676221,38.993908
627a18659a7947282e0c3fc4t4w74Y66QIqX_cSuwQEAVg,10904.316,1.0627283,29.725887
6255589b9a79473ae1b4fb9eqrP2UWX8TDqEu5US-bZyIw,9066.896,1.0807418,26.569592
620dec879a79475d124ac331t37o1Ze5Q-CRzuXFW7xS_w,7438.376,1.1657659,35.037663
627579929a7947a4a34cc1299oMs1NgNRXGQsR0JiDD1QQ,11153.391,1.0463285,31.456068
624529439a7947a5cc5451b2J6ol6W-LSp2Qk_LQFJhT3g,33971.55,1.131288,28.762417
620f12a29a79474cad2fbca39fO_UoVoSAChkcjT0WIjDA,18788.023,1.1544013,33.339615
6260e7889a79475f7c31795edMTRvlA4RLOdcnQ2HZhLwg,11291.918,1.0480865,34.071255
624179f69a7947dc09f19641cixgwLLoTqmtwa0JHyh0-g,33890.01,1.1082321,38.10118
626564d49a79472ed760f7fd6sUiV1rgTWiiMANlDNrUlA,14296.688,1.0483274,22.437588
623c17e49a79471f0c016d83kr9Y_SSKT9i8ertPEkKKKg,41545.086,1.163407,43.494835
628b3f719a7947b90e84b8a1_5A8dseOTC2QXVwYTE0WiQ,4019.4058,1.0686649,44.839394
624ee8c39a7947cbeba3b85dJD2FSmxvRTmBgJ1KQuo85g,11188.376,1.1359557,36.541588
623c665b9a79474736e5debbqLQc461XQ2eaJd9_zh4C9g,18496.686,1.1564082,51.14061
6252f9f79a79476dabddbac11xJSx5_gScesTv1biIY7dA,13633.973,1.1099797,52.197147
6240db0a9a7947ace964263cRBXIuU2nQqmAxPsF-_K0Rg,45191.367,1.1373435,50.40128
6203b0ee9a7947f3fe6bfdd8BhOKIxUBSzqHV6cJOWcXiQ,21494.402,1.1621045,38.988434
6266886b9a7947854579dfadSVp3iT7aQDmsaOOJnhwF9A,12254.021,1.051998,31.710587
624f57cb9a7947fbdbcfcfd45CUAzs10TwWOwdg3dnyrFA,13757.693,1.1188346,38.219307
6283dbb09a7947199cfb1640PMqNrTFbRTaGHwnN7VGGaQ,11401.962,1.0589908,33.856636
628cbaad9a794745d7bd43edC_vx6bDoQd2HmkZ-OFDAgw,7474.0034,1.0576016,29.338488
624c4dad9a79476c71861d7aTd_6tJLYRD6ZPVH-oP1plA,21436.703,1.1320063,30.985975
625f0aca9a79474e5550c206AnFOConmTIu17q_WeOVt_g,3737.436,1.0575478,37.98002
626e85789a7947258f2cb71fOuYIUY5eQHKvYAr4LLVjWw,6647.5903,1.06822,32.223732
62641b479a79476e2d1b80bc43YnlXeUTjCVenGequOjUg,16983.254,1.0496997,32.19614
