document_id,views_pred_cb,depth_pred_cb,frp_pred_cb
6205efa59a7947334dd24392LaGM8B_kQ_S-P8VegzFJaA,20690.96916857001,1.1472416751522945,30.138792331058088
620e29b69a79477b9ca5d40aH5CLGAupQCmcUXxIVDdc6A,30853.7310376425,1.143044003954698,36.786282402093214
625fa1c99a79477207bc61859ExJUI_lR5eGzVQDV4mJSw,6960.443611221202,1.0573030255535736,36.12278975320699
628945119a794744b3308e22ssl0qmnLRoOGquLld3odfQ,11518.637287846937,1.0638166438323156,31.812530753474555
6203c5ca9a7947ffdbc3c4e75nKbbeV3RsesdjzdhoaG2Q,33031.88436333955,1.1428103587559335,27.428291504831964
627303699a794749b8116abc12JX_3ZDTDu2XHF3k2eJVg,8626.072176072492,1.059158680008373,37.230004477091015
627394d19a79477558804724OzHfTDTxTFa9tS4euFaXig,14647.432163026686,1.05517933410622,27.529403014953505
628acc169a794796d0493acb50tIkSGVSf2O8XQgk_uaHQ,10575.182050061041,1.059902196992795,33.29485496965313
61fce1fa9a794749b32a53cbUSZyxEDURzCoQC3G2eZYoA,29897.35128250727,1.1565084509160524,34.768822322729626
620b332b9a794749f56bb95bLcoHGiVjSfKR7CiSxh6qbw,29063.853826486717,1.149701667584452,33.11264160987174
627834249a7947425eb4d34f1jxszdFbTZ6Dx45ZtYeMFQ,6715.682991225047,1.0533042651521969,38.87411265344323
628c8f1b9a79472e8fb68134a0dNZqY9Ryy5CnFf7mICnQ,8452.741843071646,1.064052763831485,37.327658772637015
628dd2a69a7947199109a1dfRss6aYaORVyoSoyXmuM1Jg,10557.884499024909,1.0593685425491493,27.326593927736496
6284ca249a794762d7348483bCM0h0aRRtGVjEBSPRtdLg,10650.50361073581,1.0602203990903403,33.74605422623652
620d9c2e9a79474357b79b70DFPC36uPRJ6qT771O5o_DA,17824.561144735293,1.161965558978499,38.75608338736311
620b11409a7947420fff1c386sgT7harRv-BJZCbdUy20A,18901.82514778941,1.1592490394389101,30.96257177682616
