document_id,views_pred_cb,depth_pred_cb,frp_pred_cb
620875949a7947fb94e29e72qtiluMEuTWyeUpUmAdbPfQ,19047.05702082289,1.1558753123261134,36.8091897702554
62818a0c9a7947c8eaedf344uuuauJ1KTKmxuWQ3rWRlUg,13057.581410102408,1.0567232291949258,30.992135628489304
62555a109a79473be3d198e1YGS1pu0lRzOJFC1ujwcamw,9097.426124835947,1.077387559291702,40.73752766744195
625c140d9a794755f9ad289cxpfyYpdKRRi7oOr-0IUSTA,10552.9277937614,1.0493218874770496,33.298377476248
627edd3f9a794738c1b908cao2dzLwbHRwGXDJOzhNPadQ,7452.014629094699,1.0585725569979083,34.265985900208435
627287439a794724f95a0a60zDlsWsgfSBGyzZTQWD2TUA,12549.357602758197,1.0608511097099897,29.825684864202476
61f9d27b9a7947b700f306814lHhcYgxRmGml-8A8BXBDQ,15665.792383580374,1.1565747301399387,35.47965006796682
6272561c9a79470c7606af39q1EGKxjCS2Ozg2IcXzSZyw,7995.45908002528,1.070061660253042,40.167652829378376
6287c7f99a794776dc92db37r-9WhmscQ-CC7hN8zyU0Aw,5825.610854122149,1.065244078036608,35.093723282279704
61fe871c9a7947da67ba05efC8bsm2moRw-Uy2oYOgXwNA,11915.692464214218,1.1652986105395509,37.71239762454735
626504d59a7947192211006bmln2obdLSFerWqUq8lkdow,13373.004950752527,1.058328608083883,27.84789428566242
62736fb69a7947647a2db6359TN45ANTRGO22kkpBq2JEQ,7347.525111556647,1.0646579089048553,41.44271699949233
627954249a7947861fc7c017ggE07AP7SZWs07-kJoc9Zg,5390.77692015651,1.0563000202234423,31.90815878413
625b71d39a794731b2e72f925a0DoMHkRpGEbm6mcqxqtA,12053.452207434497,1.0465406382643656,35.96912831759389
620a9a769a794724b06f9a58Si7nhKW1Q9SbpmnXyoPTBg,23548.360440259632,1.1536547970303226,38.594367413518185
62529e1a9a79475770e625c4wUpP-QYXSxy1I3M1at0jnA,18383.96400286192,1.0804785461935047,44.99288290847321
620d028a9a79471385432a0cwRCbwwOFSxCQeRmh727RZA,16748.624885175188,1.1355639163878997,31.745506382115806
620663319a79476ea1ba71965mvNnDy0QYOR7Rz1IZUUiA,32411.66957145094,1.1618436334191937,20.563128975521174
62683de99a794731bf8e280d7iTFIs7mTFWUqmxgwo83mw,16094.80897650103,1.0449982483291167,26.89655190375767
6244e7e59a794798cb932d4cf_iNafGdT-SJ3YnT1e5Mlw,19944.955758915406,1.1517899593975802,48.508999517965044
624d76009a794747b2fa966dawbD4mvuQ7SJ4pXaK37yXw,26211.6082566184,1.1556379143573094,29.526364586134683
628f9f519a7947d78d02d340c-YIQQe_RjGkMD54gwKTFQ,7414.671765388289,1.0537055849572183,26.643979138768312
627271f09a794718c1de5346ZrNJTBBARKK_okymbu08hQ,6419.662182519045,1.0662502470696853,39.613627103162194
624a03919a7947a1b589d504wzYUvbQYTyy9L_Vt8OrO3A,37150.53401756247,1.1605852340682097,42.87557022538965
6292b19b9a79473143120026bsDRLhT1QM2Mi0uVjSln_g,6522.310372698746,1.0497739182192218,35.81120663670718
6292243b9a79470f8a56e29fC1-QI1a8QqC00KBN-34yEQ,8370.391725077749,1.0547643373442819,28.52332782387547
6257e3599a7947980582f9eaD9RBU_ofTB6mxO2_biosBQ,10546.380396597084,1.0591543101531629,38.4009825604827
